ArticleTitle,LastName,ForeName,Date,Country_Id,Country,ISSNLinking,MedlineTA,NlmUniqueID,Full_name
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",McClelland,R Scott,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,R Scott-McClelland
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Mwaringa,Emily,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Emily-Mwaringa
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Patta,Shem,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Shem-Patta
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Jaoko,Walter,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Walter-Jaoko
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Kinuthia,John,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,John-Kinuthia
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Abubakar,Aisha,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Aisha-Abubakar
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Sherr,Kenneth,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Kenneth-Sherr
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Barnabas,Ruanne V,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ruanne V-Barnabas
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Thomas,Dorothy,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Dorothy-Thomas
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Wanje,George,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,George-Wanje
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Eastment,McKenna C,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,McKenna C-Eastment
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",McClelland,R Scott,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,R Scott-McClelland
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Mwaringa,Emily,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Emily-Mwaringa
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Patta,Shem,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Shem-Patta
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Jaoko,Walter,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Walter-Jaoko
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Kinuthia,John,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,John-Kinuthia
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Abubakar,Aisha,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Aisha-Abubakar
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Sherr,Kenneth,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Kenneth-Sherr
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Barnabas,Ruanne V,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ruanne V-Barnabas
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Thomas,Dorothy,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Dorothy-Thomas
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Wanje,George,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,George-Wanje
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Eastment,McKenna C,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,McKenna C-Eastment
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",McClelland,R Scott,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,R Scott-McClelland
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Mwaringa,Emily,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Emily-Mwaringa
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Patta,Shem,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Shem-Patta
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Jaoko,Walter,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Walter-Jaoko
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Kinuthia,John,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,John-Kinuthia
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Abubakar,Aisha,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Aisha-Abubakar
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Sherr,Kenneth,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Kenneth-Sherr
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Barnabas,Ruanne V,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ruanne V-Barnabas
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Thomas,Dorothy,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Dorothy-Thomas
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Wanje,George,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,George-Wanje
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Eastment,McKenna C,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,McKenna C-Eastment
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",McClelland,R Scott,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,R Scott-McClelland
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Mwaringa,Emily,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Emily-Mwaringa
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Patta,Shem,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Shem-Patta
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Jaoko,Walter,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Walter-Jaoko
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Kinuthia,John,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,John-Kinuthia
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Abubakar,Aisha,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Aisha-Abubakar
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Sherr,Kenneth,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Kenneth-Sherr
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Barnabas,Ruanne V,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ruanne V-Barnabas
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Thomas,Dorothy,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Dorothy-Thomas
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Wanje,George,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,George-Wanje
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Eastment,McKenna C,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,McKenna C-Eastment
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",McClelland,R Scott,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,R Scott-McClelland
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Mwaringa,Emily,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Emily-Mwaringa
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Patta,Shem,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Shem-Patta
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Jaoko,Walter,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Walter-Jaoko
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Kinuthia,John,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,John-Kinuthia
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Abubakar,Aisha,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Aisha-Abubakar
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Sherr,Kenneth,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Kenneth-Sherr
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Barnabas,Ruanne V,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ruanne V-Barnabas
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Thomas,Dorothy,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Dorothy-Thomas
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Wanje,George,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,George-Wanje
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Eastment,McKenna C,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,McKenna C-Eastment
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",McClelland,R Scott,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,R Scott-McClelland
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Mwaringa,Emily,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Emily-Mwaringa
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Patta,Shem,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Shem-Patta
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Jaoko,Walter,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Walter-Jaoko
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Kinuthia,John,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,John-Kinuthia
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Abubakar,Aisha,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Aisha-Abubakar
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Sherr,Kenneth,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Kenneth-Sherr
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Barnabas,Ruanne V,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ruanne V-Barnabas
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Thomas,Dorothy,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Dorothy-Thomas
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Wanje,George,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,George-Wanje
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Eastment,McKenna C,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,McKenna C-Eastment
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",McClelland,R Scott,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,R Scott-McClelland
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Mwaringa,Emily,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Emily-Mwaringa
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Patta,Shem,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Shem-Patta
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Jaoko,Walter,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Walter-Jaoko
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Kinuthia,John,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,John-Kinuthia
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Abubakar,Aisha,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Aisha-Abubakar
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Sherr,Kenneth,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Kenneth-Sherr
"The cost of implementing the Systems Analysis and Improvement Approach for a cluster randomized trial integrating HIV testing into family planning services in Mombasa County, Kenya.",Barnabas,Ruanne V,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ruanne V-Barnabas
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Yatake,Haruko,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Haruko-Yatake
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Aoki,Ai,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ai-Aoki
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Numaguchi,Atsushi,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Atsushi-Numaguchi
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Takehara,Kenji,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Kenji-Takehara
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Yatake,Haruko,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Haruko-Yatake
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Aoki,Ai,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ai-Aoki
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Numaguchi,Atsushi,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Atsushi-Numaguchi
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Takehara,Kenji,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Kenji-Takehara
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Yatake,Haruko,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Haruko-Yatake
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Aoki,Ai,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ai-Aoki
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Numaguchi,Atsushi,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Atsushi-Numaguchi
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Takehara,Kenji,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Kenji-Takehara
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Yatake,Haruko,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Haruko-Yatake
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Aoki,Ai,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ai-Aoki
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Numaguchi,Atsushi,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Atsushi-Numaguchi
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Takehara,Kenji,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Kenji-Takehara
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Yatake,Haruko,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Haruko-Yatake
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Aoki,Ai,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ai-Aoki
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Numaguchi,Atsushi,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Atsushi-Numaguchi
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Takehara,Kenji,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Kenji-Takehara
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Yatake,Haruko,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Haruko-Yatake
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Aoki,Ai,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ai-Aoki
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Numaguchi,Atsushi,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Atsushi-Numaguchi
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Takehara,Kenji,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Kenji-Takehara
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Yatake,Haruko,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Haruko-Yatake
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Aoki,Ai,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ai-Aoki
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Numaguchi,Atsushi,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Atsushi-Numaguchi
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Takehara,Kenji,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Kenji-Takehara
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Yatake,Haruko,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Haruko-Yatake
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Aoki,Ai,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ai-Aoki
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Numaguchi,Atsushi,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Atsushi-Numaguchi
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Takehara,Kenji,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Kenji-Takehara
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Yatake,Haruko,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Haruko-Yatake
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Aoki,Ai,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ai-Aoki
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Numaguchi,Atsushi,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Atsushi-Numaguchi
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Takehara,Kenji,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Kenji-Takehara
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Yatake,Haruko,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Haruko-Yatake
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Aoki,Ai,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ai-Aoki
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Numaguchi,Atsushi,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Atsushi-Numaguchi
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Takehara,Kenji,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Kenji-Takehara
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Yatake,Haruko,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Haruko-Yatake
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Aoki,Ai,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ai-Aoki
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Numaguchi,Atsushi,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Atsushi-Numaguchi
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Takehara,Kenji,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Kenji-Takehara
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Yatake,Haruko,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Haruko-Yatake
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Aoki,Ai,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ai-Aoki
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Numaguchi,Atsushi,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Atsushi-Numaguchi
"Barriers, facilitators, and implementation strategies for the initiation of Child Death Review system in Japan: a modified Delphi method study.",Takehara,Kenji,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Kenji-Takehara
Fostering guardians for frontline medical disputes: a government-led medical dispute mediator training program in Taiwan.,Chen,Wan-Ting,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Wan-Ting-Chen
Fostering guardians for frontline medical disputes: a government-led medical dispute mediator training program in Taiwan.,Huang,Yu-Ying,2022-12-5,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Yu-Ying-Huang
